code_region;nom_de_la_region;code_departement;code_arrondissement;code_canton;code_commune;nom_de_la_commune;population_municipale;population_comptee_a_part;population_totale;annee_recensement;annee_utilisation;code_insee;superficie;statut;code_insee_commune;nom_com;nom_dep;nom_reg;epci;code_epci;libepci
31;Nord-Pas-de-Calais;59;5;04;128;Capinghem;1695;27;1722;2013;2016;59128;1.84;Commune;59128;Capinghem;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;18;286;Haubourdin;14560;124;14684;2013;2016;59286;5.48;Commune;59286;Haubourdin;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;74;056;Beaucamps-Ligny;877;34;911;2012;2015;59056;5.06;Commune;59056;Beaucamps-Ligny;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;61;352;Linselles;8104;115;8219;2012;2015;59352;11.85;Commune;59352;Linselles;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;57;477;Provin;4183;18;4201;2012;2015;59477;3.33;Commune;59477;Provin;NORD;HAUTS-DE-FRANCE;245901061;245901061;CC de la Haute Deûle
31;Nord-Pas-de-Calais;59;5;51;611;Verlinghem;2330;51;2381;2012;2015;59611;10.15;Commune;59611;Verlinghem;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
32;Hauts-de-France;59;5;02;025;Aubers;1586;18;1604;2015;2018;59025;10.09;Commune;59025;;;;245900816;245900816;CC des Weppes
32;Hauts-de-France;59;5;40;247;Forest-sur-Marque;1437;17;1454;2015;2018;59247;1.05;Commune;59247;Forest-sur-Marque;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;36;275;Gruson;1143;34;1177;2015;2018;59275;3.13;Commune;59275;Gruson;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;36;458;Péronne-en-Mélantois;903;14;917;2015;2018;59458;1.15;Commune;59458;Péronne-en-Mélantois;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;40;522;Sailly-lez-Lannoy;1696;36;1732;2015;2018;59522;4.46;Commune;59522;Sailly-lez-Lannoy;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;02;658;Wicres;451;3;454;2015;2018;59658;2.79;Commune;59658;;;;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;04;017;Armentières;25066;379;25445;2015;2018;59017;6.23;Commune;59017;Armentières;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;04;317;Houplines;7888;136;8024;2015;2018;59317;11.41;Commune;59317;Houplines;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;22;611;Verlinghem;2430;53;2483;2015;2018;59611;10.15;Commune;59611;Verlinghem;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;33;650;Wattrelos;41337;243;41580;2014;2017;59650;13.57;Commune;59650;Wattrelos;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;02;658;Wicres;433;3;436;2014;2017;59658;2.79;Commune;59658;;;;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;22;098;Bousbecque;4833;47;4880;2016;2019;59098;6.46;Commune;59098;Bousbecque;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;28;195;Englos;606;10;616;2016;2019;59195;1.3;Commune;59195;Englos;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;23;368;La Madeleine;21253;196;21449;2016;2019;59368;2.69;Commune;59368;;;;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;98;512;Roubaix;96412;541;96953;2016;2019;59512;13.21;Commune;59512;Roubaix;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;22;656;Wervicq-Sud;5412;49;5461;2016;2019;59656;5.03;Commune;59656;Wervicq-Sud;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
31;Nord-Pas-de-Calais;59;5;22;098;Bousbecque;4773;44;4817;2013;2016;59098;6.46;Commune;59098;Bousbecque;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;28;201;Erquinghem-le-Sec;553;10;563;2013;2016;59201;1.79;Commune;59201;;;;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;28;278;Hallennes-lez-Haubourdin;3935;31;3966;2013;2016;59278;4.43;Commune;59278;Hallennes-lez-Haubourdin;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;18;560;Seclin;12571;129;12700;2013;2016;59560;17.44;Commune;59560;Seclin;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;07;524;Sainghin-en-Weppes;5554;55;5609;2012;2015;59524;7.81;Commune;59524;Sainghin-en-Weppes;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;97;599;Tourcoing;92707;703;93410;2012;2015;59599;15.19;Commune;59599;;;;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;28;653;Wavrin;7626;66;7692;2012;2015;59653;13.57;Commune;59653;;;;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;33;044;Baisieux;4571;38;4609;2012;2015;59044;8.68;Commune;59044;Baisieux;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;61;098;Bousbecque;4706;47;4753;2012;2015;59098;6.46;Commune;59098;Bousbecque;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;02;252;Frelinghien;2438;23;2461;2012;2015;59252;11.29;Commune;59252;Frelinghien;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;33;299;Hem;18374;169;18543;2012;2015;59299;9.69;Commune;59299;Hem;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;36;343;Lesquin;6969;62;7031;2013;2016;59343;8.52;Commune;59343;Lesquin;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;25;410;Mons-en-Baroeul;21513;176;21689;2013;2016;59410;2.9;Commune;59410;Mons-en-Barœul;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;36;602;Tressin;1430;53;1483;2013;2016;59602;1.91;Commune;59602;Tressin;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
32;Hauts-de-France;59;5;28;056;Beaucamps-Ligny;858;32;890;2014;2017;59056;5.06;Commune;59056;Beaucamps-Ligny;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;22;098;Bousbecque;4841;44;4885;2014;2017;59098;6.46;Commune;59098;Bousbecque;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;02;257;Fromelles;885;11;896;2014;2017;59257;8.69;Commune;59257;Fromelles;NORD;HAUTS-DE-FRANCE;245900816;245900816;CC des Weppes
32;Hauts-de-France;59;5;02;281;Hantay;1239;14;1253;2014;2017;59281;2.12;Commune;59281;Hantay;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;18;648;Wattignies;14190;166;14356;2014;2017;59648;6.3;Commune;59648;Wattignies;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;13;367;Lys-lez-Lannoy;13596;143;13739;2015;2018;59367;3.26;Commune;59367;Lys-lez-Lannoy;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;36;602;Tressin;1415;35;1450;2015;2018;59602;1.91;Commune;59602;Tressin;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;04;643;Warneton;234;2;236;2015;2018;59643;4.16;Commune;59643;Warneton;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;40;660;Willems;3025;42;3067;2015;2018;59660;5.86;Commune;59660;Willems;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;02;281;Hantay;1303;12;1315;2016;2019;59281;2.12;Commune;59281;Hantay;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;13;332;Lannoy;1752;7;1759;2016;2019;59332;0.17;Commune;59332;;;;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;02;133;Carnin;988;19;1007;2016;2019;59133;2.34;Commune;59133;Carnin;NORD;HAUTS-DE-FRANCE;245901061;245901061;CC de la Haute Deûle
32;Hauts-de-France;59;5;02;670;Don;1307;14;1321;2016;2019;59670;2.29;Commune;59670;Don;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;22;328;Lambersart;27618;409;28027;2016;2019;59328;6.07;Commune;59328;Lambersart;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;22;482;Quesnoy-sur-Deûle;6780;58;6838;2016;2019;59482;14.49;Commune;59482;Quesnoy-sur-Deûle;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;26;507;Ronchin;19074;132;19206;2016;2019;59507;5.48;Commune;59507;Ronchin;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;04;643;Warneton;239;2;241;2016;2019;59643;4.16;Commune;59643;Warneton;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;18;220;Faches-Thumesnil;17455;110;17565;2014;2017;59220;4.6;Commune;59220;Faches-Thumesnil;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;04;457;Pérenchies;8251;58;8309;2014;2017;59457;3.05;Commune;59457;Pérenchies;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;26;507;Ronchin;18676;115;18791;2014;2017;59507;5.48;Commune;59507;Ronchin;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
31;Nord-Pas-de-Calais;59;5;02;017;Armentières;25993;412;26405;2012;2015;59017;6.23;Commune;59017;Armentières;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
